ACCLASS,VISIBILITY,LIGHT,INJURY,INVTYPE,INITDIR,DIVISION,COLLISION_DATE,COLLISION_YEAR,COLLISION_TIME,HOUR,WEATHER,NEIGHBOURHOOD
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D41,2015-08-11,2015,2015-08-11T18:40:00Z,18,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D31,2015-08-12,2015,2015-08-12T15:24:00Z,15,Clear,Pelmo Park-Humberlea
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D11,2015-08-12,2015,2015-08-12T23:07:00Z,23,Clear,Junction Area
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D13,2015-08-15,2015,2015-08-15T21:00:00Z,21,Clear,Oakwood Village
Non-Fatal Injury,Rain,Daylight,Major,Cyclist,East,D11,2015-08-20,2015,2015-08-20T13:18:00Z,13,Adverse,High Park-Swansea
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D22,2015-08-23,2015,2015-08-23T11:47:00Z,11,Clear,Etobicoke City Centre
Fatal,Clear,Daylight,Fatal,Pedestrian,Unknown,D32,2015-08-24,2015,2015-08-24T13:25:00Z,13,Clear,Westminster-Branson
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D52,2015-08-31,2015,2015-08-31T15:45:00Z,15,Clear,Harbourfront-CityPlace
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D51,2015-09-08,2015,2015-09-08T15:00:00Z,15,Clear,St Lawrence-East Bayfront-The Islands
Non-Fatal Injury,Rain,Other,Major,Pedestrian,East,D52,2015-09-11,2015,2015-09-11T21:30:00Z,21,Adverse,Yonge-Bay Corridor
Non-Fatal Injury,Rain,Other,Major,Pedestrian,South,D14,2015-09-11,2015,2015-09-11T21:39:00Z,21,Adverse,Annex
Non-Fatal Injury,Rain,Other,Major,Pedestrian,Unknown,D42,2015-09-12,2015,2015-09-12T19:30:00Z,19,Adverse,Tam O'Shanter-Sullivan
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D42,2015-09-16,2015,2015-09-16T19:40:00Z,19,Clear,Milliken
Non-Fatal Injury,Clear,Other,Minimal,Pedestrian,Unknown,D42,2015-09-16,2015,2015-09-16T19:40:00Z,19,Clear,Milliken
Non-Fatal Injury,Clear,Other,Major,Cyclist,West,D22,2015-09-16,2015,2015-09-16T22:00:00Z,22,Clear,New Toronto
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D42,2015-09-17,2015,2015-09-17T22:10:00Z,22,Clear,Malvern West
Fatal,Clear,Daylight,Fatal,Pedestrian,South,D51,2015-09-22,2015,2015-09-22T17:51:00Z,17,Clear,Moss Park
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D55,2015-09-23,2015,2015-09-23T17:15:00Z,17,Clear,South Riverdale
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D52,2015-09-24,2015,2015-09-24T15:20:00Z,15,Clear,Yonge-Bay Corridor
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D11,2015-09-25,2015,2015-09-25T19:43:00Z,19,Clear,High Park North
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D51,2015-09-27,2015,2015-09-27T12:20:00Z,12,Clear,Cabbagetown-South St.James Town
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D41,2015-09-27,2015,2015-09-27T21:36:00Z,21,Clear,Birchcliffe-Cliffside
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D14,2015-09-28,2015,2015-09-28T17:55:00Z,17,Clear,Palmerston-Little Italy
Non-Fatal Injury,Rain,Daylight,Major,Cyclist,North,D43,2015-09-29,2015,2015-09-29T15:20:00Z,15,Adverse,Woburn North
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D51,2015-10-01,2015,2015-10-01T12:12:00Z,12,Clear,Cabbagetown-South St.James Town
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D11,2015-10-01,2015,2015-10-01T17:02:00Z,17,Clear,Runnymede-Bloor West Village
Non-Fatal Injury,Clear,Other,Major,Cyclist,East,D14,2015-10-04,2015,2015-10-04T14:53:00Z,14,Clear,Trinity-Bellwoods
Non-Fatal Injury,Rain,Other,Major,Pedestrian,Unknown,D13,2015-10-08,2015,2015-10-08T22:27:00Z,22,Adverse,Humewood-Cedarvale
Fatal,Clear,Dark,Fatal,Pedestrian,Unknown,D23,2015-10-10,2015,2015-10-10T19:19:00Z,19,Clear,Willowridge-Martingrove-Richview
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D52,2015-10-16,2015,2015-10-16T16:27:00Z,16,Clear,Wellington Place
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D14,2015-10-20,2015,2015-10-20T12:50:00Z,12,Clear,Little Portugal
Non-Fatal Injury,Clear,Other,Major,Cyclist,West,D14,2015-10-22,2015,2015-10-22T21:30:00Z,21,Clear,Wellington Place
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D12,2015-10-23,2015,2015-10-23T14:37:00Z,14,Clear,Keelesdale-Eglinton West
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D11,2015-10-23,2015,2015-10-23T18:41:00Z,18,Clear,Runnymede-Bloor West Village
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D42,2015-10-23,2015,2015-10-23T19:09:00Z,19,Clear,Malvern East
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D41,2015-10-25,2015,2015-10-25T11:00:00Z,11,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D41,2015-10-25,2015,2015-10-25T11:00:00Z,11,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D41,2015-10-25,2015,2015-10-25T11:00:00Z,11,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D41,2015-10-25,2015,2015-10-25T15:36:00Z,15,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Minimal,Pedestrian,South,D41,2015-10-25,2015,2015-10-25T15:36:00Z,15,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Minimal,Pedestrian,South,D41,2015-10-25,2015,2015-10-25T15:36:00Z,15,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D41,2015-10-25,2015,2015-10-25T15:36:00Z,15,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D43,2015-10-25,2015,2015-10-25T19:25:00Z,19,Clear,Eglinton East
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D31,2015-10-26,2015,2015-10-26T15:10:00Z,15,Clear,Downsview
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D43,2015-10-30,2015,2015-10-30T15:09:00Z,15,Clear,Golfdale-Cedarbrae-Woburn
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D42,2015-10-31,2015,2015-10-31T16:40:00Z,16,Clear,Agincourt South-Malvern West
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D32,2015-10-31,2015,2015-10-31T18:52:00Z,18,Clear,Bedford Park-Nortown
Non-Fatal Injury,Rain,Other,Major,Pedestrian,North,D55,2015-11-01,2015,2015-11-01T15:05:00Z,15,Adverse,South Riverdale
Fatal,Clear,Other,Fatal,Cyclist,East,D23,2015-11-03,2015,2015-11-03T17:55:00Z,17,Clear,West Humber-Clairville
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D33,2015-11-05,2015,2015-11-05T20:20:00Z,20,Clear,Bayview Village
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D55,2015-11-05,2015,2015-11-05T23:10:00Z,23,Clear,Old East York
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D43,2015-11-08,2015,2015-11-08T11:00:00Z,11,Clear,Golfdale-Cedarbrae-Woburn
Non-Fatal Injury,Clear,Dark,Major,Cyclist,East,D33,2015-11-08,2015,2015-11-08T20:20:00Z,20,Clear,Banbury-Don Mills
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D22,2015-11-09,2015,2015-11-09T20:05:00Z,20,Clear,Mimico-Queensway
Fatal,Clear,Other,Fatal,Pedestrian,South,D12,2015-11-11,2015,2015-11-11T20:04:00Z,20,Clear,Brookhaven-Amesbury
Fatal,Rain,Other,Fatal,Pedestrian,East,D43,2015-11-18,2015,2015-11-18T17:10:00Z,17,Adverse,Scarborough Village
Non-Fatal Injury,Rain,Other,Major,Pedestrian,Unknown,D12,2015-11-21,2015,2015-11-21T21:10:00Z,21,Adverse,Keelesdale-Eglinton West
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D11,2015-11-26,2015,2015-11-26T22:26:00Z,22,Clear,High Park-Swansea
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D32,2015-11-30,2015,2015-11-30T17:15:00Z,17,Clear,Bedford Park-Nortown
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D32,2015-11-30,2015,2015-11-30T18:33:00Z,18,Clear,Lansing-Westgate
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,East,D22,2015-12-01,2015,2015-12-01T21:07:00Z,21,Adverse,Etobicoke City Centre
Fatal,Clear,Daylight,Fatal,Pedestrian,North,D13,2015-12-02,2015,2015-12-02T14:19:00Z,14,Clear,Englemount-Lawrence
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,North,D51,2015-12-04,2015,2015-12-04T10:09:00Z,10,Clear,North St.James Town
Non-Fatal Injury,Rain,Other,Major,Cyclist,North,D53,2015-12-08,2015,2015-12-08T21:15:00Z,21,Adverse,Annex
Non-Fatal Injury,Rain,Daylight,Major,Cyclist,South,D11,2015-12-13,2015,2015-12-13T15:56:00Z,15,Adverse,High Park-Swansea
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D32,2015-12-13,2015,2015-12-13T20:13:00Z,20,Clear,Yorkdale-Glen Park
Non-Fatal Injury,Rain,Other,Major,Pedestrian,North,D14,2015-12-14,2015,2015-12-14T17:26:00Z,17,Adverse,South Parkdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D42,2015-12-18,2015,2015-12-18T14:52:00Z,14,Clear,Agincourt South-Malvern West
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D53,2015-12-19,2015,2015-12-19T22:20:00Z,22,Clear,Mount Pleasant East
Non-Fatal Injury,Rain,Other,Major,Pedestrian,South,D55,2015-12-21,2015,2015-12-21T17:20:00Z,17,Adverse,Blake-Jones
Non-Fatal Injury,Rain,Other,Major,Pedestrian,West,D32,2015-12-21,2015,2015-12-21T21:25:00Z,21,Adverse,Lansing-Westgate
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D13,2015-12-22,2015,2015-12-22T18:30:00Z,18,Clear,Yorkdale-Glen Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D14,2015-12-26,2015,2015-12-26T16:18:00Z,16,Clear,West Queen West
Non-Fatal Injury,Clear,Daylight,Minimal,Pedestrian,Unknown,D14,2015-12-26,2015,2015-12-26T16:18:00Z,16,Clear,West Queen West
Non-Fatal Injury,Clear,Daylight,Minimal,Pedestrian,Unknown,D14,2015-12-26,2015,2015-12-26T16:18:00Z,16,Clear,West Queen West
Non-Fatal Injury,Clear,Daylight,Minimal,Pedestrian,Unknown,D14,2015-12-26,2015,2015-12-26T16:18:00Z,16,Clear,West Queen West
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D14,2015-12-26,2015,2015-12-26T17:54:00Z,17,Clear,Dovercourt Village
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D14,2015-12-26,2015,2015-12-26T17:54:00Z,17,Clear,Dovercourt Village
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,East,D51,2015-12-30,2015,2015-12-30T18:24:00Z,18,Clear,Moss Park
Fatal,Clear,Other,Fatal,Pedestrian,South,D55,2015-12-30,2015,2015-12-30T23:39:00Z,23,Clear,Greenwood-Coxwell
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D53,2016-01-01,2016,2016-01-01T19:04:00Z,19,Clear,Mount Pleasant East
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D41,2016-01-03,2016,2016-01-03T19:15:00Z,19,Clear,Dorset Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D41,2016-01-05,2016,2016-01-05T16:28:00Z,16,Clear,Clairlea-Birchmount
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D53,2016-01-08,2016,2016-01-08T13:30:00Z,13,Adverse,Leaside-Bennington
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,North,D42,2016-01-11,2016,2016-01-11T16:18:00Z,16,Clear,Morningside Heights
Non-Fatal Injury,Other,Dark,Major,Pedestrian,East,D42,2016-01-12,2016,2016-01-12T21:17:00Z,21,Adverse,Steeles
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D14,2016-01-14,2016,2016-01-14T13:36:00Z,13,Clear,West Queen West
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D53,2016-01-15,2016,2016-01-15T14:35:00Z,14,Adverse,Leaside-Bennington
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,East,D12,2016-01-15,2016,2016-01-15T18:58:00Z,18,Adverse,Weston-Pelham Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D13,2016-01-16,2016,2016-01-16T15:36:00Z,15,Clear,Wychwood
Fatal,Clear,Other,Fatal,Pedestrian,North,D42,2016-01-17,2016,2016-01-17T19:35:00Z,19,Clear,Tam O'Shanter-Sullivan
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D31,2016-01-21,2016,2016-01-21T19:17:00Z,19,Clear,Humbermede
Non-Fatal Injury,Clear,Other,Major,Cyclist,North,D14,2016-01-22,2016,2016-01-22T18:11:00Z,18,Clear,South Parkdale
Non-Fatal Injury,Clear,Other,Major,Cyclist,West,D22,2016-01-23,2016,2016-01-23T20:10:00Z,20,Clear,Etobicoke City Centre
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D43,2016-01-24,2016,2016-01-24T21:41:00Z,21,Clear,Scarborough Village
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D53,2016-01-25,2016,2016-01-25T19:15:00Z,19,Clear,Thorncliffe Park
Non-Fatal Injury,Snow,Other,Major,Pedestrian,Unknown,D43,2016-01-28,2016,2016-01-28T21:30:00Z,21,Adverse,West Rouge
Fatal,Clear,Other,Fatal,Pedestrian,West,D14,2016-01-30,2016,2016-01-30T17:53:00Z,17,Clear,Dovercourt Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D31,2016-02-02,2016,2016-02-02T16:16:00Z,16,Clear,Glenfield-Jane Heights
Fatal,Clear,Daylight,Fatal,Pedestrian,South,D31,2016-02-13,2016,2016-02-13T10:18:00Z,10,Clear,York University Heights
Fatal,Clear,Daylight,Fatal,Pedestrian,North,D55,2016-02-18,2016,2016-02-18T13:15:00Z,13,Clear,Taylor-Massey
Fatal,Clear,Dark,Fatal,Pedestrian,West,D11,2016-02-18,2016,2016-02-18T22:30:00Z,22,Clear,Roncesvalles
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D43,2016-02-20,2016,2016-02-20T17:17:00Z,17,Clear,Golfdale-Cedarbrae-Woburn
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D22,2016-02-21,2016,2016-02-21T14:07:00Z,14,Clear,Etobicoke City Centre
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D22,2016-02-21,2016,2016-02-21T14:07:00Z,14,Clear,Etobicoke City Centre
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D23,2016-02-21,2016,2016-02-21T17:30:00Z,17,Clear,West Humber-Clairville
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D14,2016-02-23,2016,2016-02-23T21:46:00Z,21,Clear,Trinity-Bellwoods
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D31,2016-02-25,2016,2016-02-25T16:25:00Z,16,Clear,Humber Summit
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D55,2016-02-29,2016,2016-02-29T19:30:00Z,19,Clear,Danforth East York
Non-Fatal Injury,Clear,Dusk,Major,Pedestrian,West,D23,2016-02-29,2016,2016-02-29T19:39:00Z,19,Clear,West Humber-Clairville
Non-Fatal Injury,Snow,Daylight,Major,Pedestrian,Unknown,D13,2016-03-01,2016,2016-03-01T11:17:00Z,11,Unknown,Casa Loma
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D51,2016-03-04,2016,2016-03-04T14:11:00Z,14,Clear,Moss Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D13,2016-03-08,2016,2016-03-08T21:06:00Z,21,Clear,Forest Hill South
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D23,2016-03-09,2016,2016-03-09T10:14:00Z,10,Clear,Mount Olive-Silverstone-Jamestown
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D53,2016-03-12,2016,2016-03-12T22:35:00Z,22,Clear,South Eglinton-Davisville
Non-Fatal Injury,Clear,Dusk,Major,Pedestrian,West,D55,2016-03-14,2016,2016-03-14T17:39:00Z,17,Adverse,Danforth East York
Non-Fatal Injury,Rain,Other,Major,Pedestrian,South,D41,2016-03-22,2016,2016-03-22T19:36:00Z,19,Adverse,Dorset Park
Fatal,Other,Other,Fatal,Pedestrian,North,D51,2016-03-23,2016,2016-03-23T20:15:00Z,20,Adverse,Moss Park
Non-Fatal Injury,Rain,Other,Major,Pedestrian,East,D52,2016-03-24,2016,2016-03-24T20:49:00Z,20,Adverse,Yonge-Bay Corridor
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D32,2016-03-26,2016,2016-03-26T15:30:00Z,15,Clear,Willowdale West
Fatal,Rain,Dark,Fatal,Pedestrian,West,D42,2016-03-31,2016,2016-03-31T21:46:00Z,21,Adverse,Milliken
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D22,2016-04-06,2016,2016-04-06T14:40:00Z,14,Clear,Stonegate-Queensway
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D52,2016-04-10,2016,2016-04-10T11:30:00Z,11,Clear,Yonge-Bay Corridor
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D42,2016-04-22,2016,2016-04-22T17:27:00Z,17,Clear,L'Amoreaux West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D33,2016-04-25,2016,2016-04-25T15:10:00Z,15,Clear,Don Valley Village
Fatal,Rain,Dark,Fatal,Pedestrian,North,D43,2016-04-25,2016,2016-04-25T21:39:00Z,21,Adverse,Scarborough Village
Non-Fatal Injury,Clear,Other,Major,Cyclist,West,D51,2016-04-27,2016,2016-04-27T20:38:00Z,20,Clear,Moss Park
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D14,2016-04-29,2016,2016-04-29T13:25:00Z,13,Clear,Dufferin Grove
Fatal,Rain,Other,Fatal,Pedestrian,West,D32,2016-05-01,2016,2016-05-01T20:33:00Z,20,Adverse,Bedford Park-Nortown
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D13,2016-05-20,2016,2016-05-20T14:30:00Z,14,Clear,Oakwood Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D41,2016-05-22,2016,2016-05-22T18:15:00Z,18,Clear,Oakridge
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D14,2016-05-25,2016,2016-05-25T15:25:00Z,15,Clear,South Parkdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D43,2016-05-27,2016,2016-05-27T19:53:00Z,19,Clear,Golfdale-Cedarbrae-Woburn
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D52,2016-05-28,2016,2016-05-28T20:05:00Z,20,Clear,Yonge-Bay Corridor
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D12,2016-05-31,2016,2016-05-31T17:56:00Z,17,Clear,Weston
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D11,2016-06-01,2016,2016-06-01T19:40:00Z,19,Clear,Little Portugal
Non-Fatal Injury,Clear,Other,Minor,Pedestrian,East,D22,2016-06-03,2016,2016-06-03T21:31:00Z,21,Clear,Islington
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D22,2016-06-03,2016,2016-06-03T21:31:00Z,21,Clear,Islington
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D41,2016-06-04,2016,2016-06-04T15:25:00Z,15,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D51,2016-06-09,2016,2016-06-09T10:30:00Z,10,Clear,Downtown Yonge East
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D51,2016-06-14,2016,2016-06-14T12:46:00Z,12,Clear,St Lawrence-East Bayfront-The Islands
Fatal,Clear,Daylight,Fatal,Pedestrian,Unknown,D52,2016-06-14,2016,2016-06-14T14:15:00Z,14,Clear,Harbourfront-CityPlace
Fatal,Clear,Daylight,Minimal,Pedestrian,Unknown,D52,2016-06-14,2016,2016-06-14T14:15:00Z,14,Clear,Harbourfront-CityPlace
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D32,2016-06-15,2016,2016-06-15T16:44:00Z,16,Clear,East Willowdale
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D42,2016-06-20,2016,2016-06-20T13:07:00Z,13,Clear,Malvern West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D43,2016-06-21,2016,2016-06-21T16:21:00Z,16,Clear,Golfdale-Cedarbrae-Woburn
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D33,2016-06-22,2016,2016-06-22T13:05:00Z,13,Clear,Bayview Village
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D31,2016-06-22,2016,2016-06-22T23:15:00Z,23,Clear,Oakdale-Beverley Heights
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D22,2016-06-23,2016,2016-06-23T19:49:00Z,19,Clear,Etobicoke City Centre
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D22,2016-06-24,2016,2016-06-24T14:45:00Z,14,Clear,Eringate-Centennial-West Deane
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D11,2016-06-26,2016,2016-06-26T19:48:00Z,19,Clear,High Park-Swansea
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D12,2016-06-29,2016,2016-06-29T19:08:00Z,19,Clear,Rockcliffe-Smythe
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D31,2016-06-30,2016,2016-06-30T11:43:00Z,11,Clear,Oakdale-Beverley Heights
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D31,2016-07-02,2016,2016-07-03T00:04:00Z,0,Clear,York University Heights
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D23,2016-07-04,2016,2016-07-04T20:55:00Z,20,Clear,Rexdale-Kipling
Fatal,Clear,Daylight,Fatal,Pedestrian,North,D23,2016-07-05,2016,2016-07-05T11:20:00Z,11,Clear,Thistletown-Beaumond Heights
Fatal,Clear,Daylight,Fatal,Cyclist,West,D14,2016-07-05,2016,2016-07-05T12:47:00Z,12,Clear,Dovercourt Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D43,2016-07-05,2016,2016-07-05T20:05:00Z,20,Clear,Scarborough Village
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D55,2016-07-06,2016,2016-07-06T23:04:00Z,23,Clear,Victoria Village
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D22,2016-07-10,2016,2016-07-10T22:40:00Z,22,Clear,Humber Bay Shores
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D55,2016-07-12,2016,2016-07-12T12:35:00Z,12,Clear,Danforth East York
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D43,2016-07-16,2016,2016-07-16T18:21:00Z,18,Clear,Golfdale-Cedarbrae-Woburn
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D14,2016-07-19,2016,2016-07-19T18:50:00Z,18,Clear,Wellington Place
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D22,2016-07-21,2016,2016-07-21T21:27:00Z,21,Clear,Islington
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D51,2016-07-21,2016,2016-07-21T22:47:00Z,22,Clear,Moss Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D11,2016-07-22,2016,2016-07-22T12:23:00Z,12,Clear,Junction Area
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,Unknown,D11,2016-07-22,2016,2016-07-22T12:23:00Z,12,Clear,Junction Area
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,Unknown,D11,2016-07-22,2016,2016-07-22T12:23:00Z,12,Clear,Junction Area
Non-Fatal Injury,Clear,Daylight,None,Cyclist,South,D33,2016-07-24,2016,2016-07-24T13:49:00Z,13,Clear,Fenside-Parkwoods
Non-Fatal Injury,Clear,Other,Major,Cyclist,West,D41,2016-07-25,2016,2016-07-25T23:59:00Z,23,Clear,Kennedy Park
Fatal,Clear,Daylight,Fatal,Pedestrian,West,D51,2016-07-28,2016,2016-07-28T14:50:00Z,14,Clear,Regent Park
Non-Fatal Injury,Clear,Daylight,None,Cyclist,East,D31,2016-07-29,2016,2016-07-29T16:45:00Z,16,Clear,Black Creek
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D43,2016-07-29,2016,2016-07-29T18:25:00Z,18,Clear,Guildwood
Fatal,Clear,Daylight,Minimal,Pedestrian,East,D43,2016-07-29,2016,2016-07-29T18:25:00Z,18,Clear,Guildwood
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D52,2016-08-02,2016,2016-08-02T21:12:00Z,21,Clear,Harbourfront-CityPlace
Fatal,Clear,Daylight,Fatal,Pedestrian,North,D32,2016-08-05,2016,2016-08-05T12:25:00Z,12,Clear,Willowdale West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D23,2016-08-11,2016,2016-08-11T16:03:00Z,16,Clear,Rexdale-Kipling
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,Unknown,D23,2016-08-11,2016,2016-08-11T16:03:00Z,16,Clear,Rexdale-Kipling
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D22,2016-08-16,2016,2016-08-16T23:25:00Z,23,Clear,Etobicoke City Centre
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D23,2016-08-19,2016,2016-08-19T18:53:00Z,18,Clear,Kingsview Village-The Westway
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D14,2016-08-22,2016,2016-08-22T13:12:00Z,13,Clear,Little Portugal
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D23,2016-08-25,2016,2016-08-25T21:53:00Z,21,Clear,Kingsview Village-The Westway
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D41,2016-08-26,2016,2016-08-26T16:00:00Z,16,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D22,2016-08-27,2016,2016-08-27T13:56:00Z,13,Clear,Mimico-Queensway
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D12,2016-09-01,2016,2016-09-01T14:13:00Z,14,Clear,Keelesdale-Eglinton West
